frame_path,label,split,dataset
outputs\frames\rlvs\train\violence\V_771\V_771_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_922\V_922_f00001.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal028\Normal028_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_789\V_789_f00128.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_848\V_848_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos548_x264_38940.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_33\V_33_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_874\V_874_f00003.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence602\Violence602_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting031_x264_2790.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse042_x264_5490.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse050_x264_1800.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00052.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_211\NV_211_f00000.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized377\Weaponized377_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_144\NV_144_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos136_x264_51160.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting034_x264_3180.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting022_x264_900.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_335\V_335_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos472_x264_126600.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_300\NV_300_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_958980.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos371_x264_12030.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_38\NV_38_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse026_x264_450.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault040_x264_240.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_265760.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_183\V_183_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_646180.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_997\NV_997_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos304_x264_1120.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_63730.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_219\V_219_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting034_x264_1560.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_444\NV_444_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_45\V_45_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_722\NV_722_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_254\V_254_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_362050.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_743\V_743_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos947_x264_104480.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos540_x264_29720.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_447\V_447_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_674\V_674_f00000.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence427\Violence427_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos832_x264_9600.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos511_x264_23120.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence962\Violence962_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Assault\Assault041_x264_2960.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_713\NV_713_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting028_x264_2020.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_89250.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_334\NV_334_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos602_x264_5450.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse019_x264_1050.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_425\NV_425_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting004_x264_8850.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_520\NV_520_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_521\NV_521_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos665_x264_150.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_589\V_589_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos473_x264_49930.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_351\V_351_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting002_x264_1610.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00129.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault019_x264_1040.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_127\NV_127_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos714_x264_27410.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_799\V_799_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_840\NV_840_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos632_x264_6050.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting045_x264_980.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting034_x264_580.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_223\NV_223_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_238\NV_238_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_987\V_987_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting010_x264_1990.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting008_x264_11950.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_577\V_577_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault041_x264_440.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_544820.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00050.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos383_x264_1370.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_691\V_691_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_824\NV_824_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_64\NV_64_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_522\V_522_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos666_x264_51960.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos449_x264_43950.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_572620.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting007_x264_2960.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse008_x264_5140.png,1,train,ucf
outputs\frames\scvd\train\violence\Weaponized253\Weaponized253_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting024_x264_510.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_20860.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_807\V_807_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse039_x264_1600.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_705\NV_705_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_516790.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos479_x264_10590.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos947_x264_2080.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized051\Weaponized051_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos318_x264_700.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse044_x264_1910.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_118\V_118_f00004.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal588\Normal588_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos666_x264_96130.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_332\V_332_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos666_x264_7360.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse042_x264_21110.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos579_x264_6800.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_425\V_425_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_907\V_907_f00005.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting048_x264_4930.png,1,train,ucf
outputs\frames\scvd\train\violence\Violence293\Violence293_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos688_x264_62480.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse003_x264_720.png,1,train,ucf
outputs\frames\scvd\train\violence\Violence019\Violence019_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos716_x264_11000.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos673_x264_340.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_220830.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_164590.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_86910.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_494\V_494_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_599\V_599_f00002.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence805\Violence805_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting034_x264_1830.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos530_x264_84370.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse017_x264_1640.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_210\NV_210_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_588\V_588_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting051_x264_870.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos449_x264_22740.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting043_x264_990.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_519\NV_519_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_246150.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting031_x264_2970.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_718\V_718_f00000.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence351\Violence351_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos529_x264_73210.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_609\V_609_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_961\V_961_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting027_x264_3340.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting002_x264_460.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse042_x264_14910.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting016_x264_2380.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_673\V_673_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_133\NV_133_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized681\Weaponized681_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Violence047\Violence047_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_526\V_526_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos785_x264_53270.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse043_x264_750.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_271\NV_271_f00001.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal463\Normal463_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting026_x264_830.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting004_x264_15020.png,1,train,ucf
outputs\frames\scvd\train\violence\Violence696\Violence696_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos688_x264_12170.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse008_x264_1900.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_47\V_47_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos551_x264_51680.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence720\Violence720_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Assault\Assault027_x264_130.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_341\V_341_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_624\V_624_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_155140.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00130.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_755\NV_755_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos357_x264_440.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos565_x264_32880.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse039_x264_7910.png,1,train,ucf
outputs\frames\scvd\train\nonviolence\Normal695\Normal695_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting050_x264_23790.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse017_x264_1000.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_590\V_590_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_111\NV_111_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos583_x264_5660.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos137_x264_24520.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos541_x264_46440.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse040_x264_2690.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos587_x264_8320.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_365\NV_365_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos164_x264_780.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_973500.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_517\V_517_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_183\NV_183_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault047_x264_1080.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_190\NV_190_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_967\NV_967_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal661\Normal661_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_476\NV_476_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting004_x264_10250.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_416510.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_285\NV_285_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse004_x264_4310.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos335_x264_280.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting026_x264_1370.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos494_x264_27960.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_564\NV_564_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_887\V_887_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos541_x264_54110.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_760.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault015_x264_280.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos711_x264_910.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos057_x264_310.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos619_x264_2740.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_87\NV_87_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos331_x264_90030.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault008_x264_4060.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_9790.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_971\NV_971_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos393_x264_2080.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence448\Violence448_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Weaponized522\Weaponized522_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos541_x264_30170.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos090_x264_2540.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_649\V_649_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos087_x264_42890.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence909\Violence909_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos397_x264_9840.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_2370.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_91\V_91_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos559_x264_7770.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_69\NV_69_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos570_x264_300.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault009_x264_340.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos846_x264_750.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting048_x264_3120.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_398\V_398_f00093.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos714_x264_21860.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_176\V_176_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_24730.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_13670.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_29780.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos397_x264_54380.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos630_x264_55720.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos536_x264_6860.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos601_x264_1000.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting029_x264_2180.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_22430.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_946\V_946_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos557_x264_420.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_715050.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_285\V_285_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos520_x264_47920.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence432\Violence432_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_66010.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence627\Violence627_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos525_x264_7810.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_341\V_341_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos544_x264_29660.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_824\NV_824_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_775\V_775_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos514_x264_2700.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized295\Weaponized295_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_3160.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_625\V_625_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_571\V_571_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_755\NV_755_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos819_x264_57190.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_199\V_199_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_495\V_495_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_276\V_276_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_267890.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_538\NV_538_f00003.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Violence277\Violence277_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse020_x264_2630.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault016_x264_3330.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos565_x264_45930.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized730\Weaponized730_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse001_x264_1160.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_142\V_142_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos136_x264_75330.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting036_x264_360.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos484_x264_28860.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting030_x264_1390.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_519\NV_519_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00074.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting048_x264_1960.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_511\V_511_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos474_x264_1220.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_294\NV_294_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_398\V_398_f00109.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Weaponized441\Weaponized441_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_848\NV_848_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos137_x264_69490.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_258\V_258_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting011_x264_8220.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_534\NV_534_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized571\Weaponized571_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_141060.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence925\Violence925_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Assault\Assault008_x264_3520.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting040_x264_1360.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault042_x264_3740.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_148\NV_148_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos819_x264_2910.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos644_x264_230.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_299\V_299_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_564\V_564_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting008_x264_5350.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_9\V_9_f00005.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_55\NV_55_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault040_x264_3750.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_160\V_160_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos533_x264_21420.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos141_x264_3950.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_102\V_102_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_605\V_605_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00054.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault015_x264_910.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos492_x264_2180.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos274_x264_2530.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos138_x264_120730.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_562\NV_562_f00003.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal844\Normal844_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse015_x264_7030.png,1,train,ucf
